"STATION","DATE","TMAX","TMIN"
"USW00004808","2006-07-20","80","68"
"USW00004808","2006-07-21","76","59"
"USW00004808","2006-07-22","80","55"
"USW00004808","2006-07-23","82","56"
"USW00004808","2006-07-24","87","65"
"USW00004808","2006-07-25","90","70"
"USW00004808","2006-07-26","84","71"
"USW00004808","2006-07-27","85","69"
"USW00004808","2006-07-28","90","66"
"USW00004808","2006-07-29","93","66"
"USW00004808","2006-07-30","92","73"
"USW00004808","2006-07-31","99","73"
"USW00004808","2006-08-01","96","76"
"USW00004808","2006-08-02","97","75"
"USW00004808","2006-08-03","82","62"
"USW00004808","2006-08-04","87","60"
"USW00004808","2006-08-05","84","56"
"USW00004808","2006-08-06","83","66"
"USW00004808","2006-08-07","87","66"
"USW00004808","2006-08-08","79","62"
"USW00004808","2006-08-09","84","62"
"USW00004808","2006-08-10","77","68"
"USW00004808","2006-08-11","79","60"
"USW00004808","2006-08-12","82","56"
"USW00004808","2006-08-13","81","54"
"USW00004808","2006-08-14","82","56"
"USW00004808","2006-08-15","82","51"
"USW00004808","2006-08-16","84","52"
"USW00004808","2006-08-17","82","53"
"USW00004808","2006-08-18","79","67"
"USW00004808","2006-08-19","78","60"
"USW00004808","2006-08-20","79","54"
"USW00004808","2006-08-21","80","51"
"USW00004808","2006-08-22","85","54"
"USW00004808","2006-08-23","87","59"
"USW00004808","2006-08-24","85","67"
"USW00004808","2006-08-25","82","64"
"USW00004808","2006-08-26","78","68"
"USW00004808","2006-08-27","77","65"
"USW00004808","2006-08-28","71","61"
"USW00004808","2006-08-29","71","61"
"USW00004808","2006-08-30","77","60"
"USW00004808","2006-08-31","76","58"
"USW00004808","2006-09-01","77","57"
"USW00004808","2006-09-02","76","50"
"USW00004808","2006-09-03","78","50"
"USW00004808","2006-09-04","73","53"
"USW00004808","2006-09-05","74","51"
"USW00004808","2006-09-06","82","53"
"USW00004808","2006-09-07","81","54"
"USW00004808","2006-09-08","83","53"
"USW00004808","2006-09-09","75","55"
"USW00004808","2006-09-10","63","60"
"USW00004808","2006-09-11","69","59"
"USW00004808","2006-09-12","70","60"
"USW00004808","2006-09-13","64","57"
"USW00004808","2006-09-14","75","50"
"USW00004808","2006-09-15","77","50"
"USW00004808","2006-09-16","80","58"
"USW00004808","2006-09-17","84","59"
"USW00004808","2006-09-18","72","47"
"USW00004808","2006-09-19","56","44"
"USW00004808","2006-09-20","63","37"
"USW00004808","2006-09-21","68","37"
"USW00004808","2006-09-22","73","56"
"USW00004808","2006-09-23","69","54"
"USW00004808","2006-09-24","67","41"
"USW00004808","2006-09-25","72","39"
"USW00004808","2006-09-26","73","41"
"USW00004808","2006-09-27","67","42"
"USW00004808","2006-09-28","59","36"
"USW00004808","2006-09-29","61","34"
"USW00004808","2006-09-30","70","41"
"USW00004808","2006-10-01","79","38"
"USW00004808","2006-10-02","82","58"
"USW00004808","2006-10-03","86","54"
"USW00004808","2006-10-04","74","53"
"USW00004808","2006-10-05","61","40"
"USW00004808","2006-10-06","61","36"
"USW00004808","2006-10-07","68","36"
"USW00004808","2006-10-08","73","42"
"USW00004808","2006-10-09","70","42"
"USW00004808","2006-10-10","60","47"
"USW00004808","2006-10-11","53","33"
"USW00004808","2006-10-12","41","28"
"USW00004808","2006-10-13","51","30"
"USW00004808","2006-10-14","50","28"
"USW00004808","2006-10-15","52","24"
"USW00004808","2006-10-16","57","46"
"USW00004808","2006-10-17","59","49"
"USW00004808","2006-10-18","59","41"
"USW00004808","2006-10-19","43","36"
"USW00004808","2006-10-20","54","29"
"USW00004808","2006-10-21","59","44"
"USW00004808","2006-10-22","44","34"
"USW00004808","2006-10-23","42","29"
"USW00004808","2006-10-24","47","24"
"USW00004808","2006-10-25","51","23"
"USW00004808","2006-10-26","44","41"
"USW00004808","2006-10-27","45","32"
"USW00004808","2006-10-28","52","34"
"USW00004808","2006-10-29","55","26"
"USW00004808","2006-10-30","69","39"
"USW00004808","2006-10-31","61","26"
"USW00004808","2006-11-01","43","20"
"USW00004808","2006-11-02","35","15"
"USW00004808","2006-11-03","41","14"
"USW00004808","2006-11-04","46","27"
"USW00004808","2006-11-05","53","26"
"USW00004808","2006-11-06","53","37"
"USW00004808","2006-11-07","53","43"
"USW00004808","2006-11-08","65","41"
"USW00004808","2006-11-09","68","37"
"USW00004808","2006-11-10","47","36"
"USW00004808","2006-11-11","41","24"
"USW00004808","2006-11-12","45","22"
"USW00004808","2006-11-13","43","32"
"USW00004808","2006-11-14","45","36"
"USW00004808","2006-11-15","47","42"
"USW00004808","2006-11-16","43","36"
"USW00004808","2006-11-17","39","33"
"USW00004808","2006-11-18","45","28"
"USW00004808","2006-11-19","42","21"
"USW00004808","2006-11-20","45","20"
"USW00004808","2006-11-21","50","26"
"USW00004808","2006-11-22","52","30"
"USW00004808","2006-11-23","56","28"
"USW00004808","2006-11-24","61","26"
"USW00004808","2006-11-25","58","35"
"USW00004808","2006-11-26","63","42"
"USW00004808","2006-11-27","61","50"
"USW00004808","2006-11-28","61","53"
"USW00004808","2006-11-29","60","37"
"USW00004808","2006-11-30","37","24"
"USW00004808","2006-12-01","32","12"
"USW00004808","2006-12-02","26","0"
"USW00004808","2006-12-03","14","-3"
"USW00004808","2006-12-04","25","2"
"USW00004808","2006-12-05","32","-3"
"USW00004808","2006-12-06","34","18"
"USW00004808","2006-12-07","18","1"
"USW00004808","2006-12-08","19","-6"
"USW00004808","2006-12-09","34","18"
"USW00004808","2006-12-10","38","28"
"USW00004808","2006-12-11","42","35"
"USW00004808","2006-12-12","48","36"
"USW00004808","2006-12-13","44","29"
"USW00004808","2006-12-14","50","29"
"USW00004808","2006-12-15","42","28"
"USW00004808","2006-12-16","54","30"
"USW00004808","2006-12-17","52","38"
"USW00004808","2006-12-18","39","24"
"USW00004808","2006-12-19","41","19"
"USW00004808","2006-12-20","38","20"
"USW00004808","2006-12-21","50","37"
"USW00004808","2006-12-22","52","39"
"USW00004808","2006-12-23","41","33"
"USW00004808","2006-12-24","40","26"
"USW00004808","2006-12-25","37","29"
"USW00004808","2006-12-26","34","28"
"USW00004808","2006-12-27","37","28"
"USW00004808","2006-12-28","47","34"
"USW00004808","2006-12-29","49","39"
"USW00004808","2006-12-30","50","40"
"USW00004808","2006-12-31","55","41"
"USW00004808","2007-01-01","42","26"
"USW00004808","2007-01-02","41","21"
"USW00004808","2007-01-03","47","31"
"USW00004808","2007-01-04","50","36"
"USW00004808","2007-01-05","50","41"
"USW00004808","2007-01-06","42","28"
"USW00004808","2007-01-07","41","26"
"USW00004808","2007-01-08","38","26"
"USW00004808","2007-01-09","33","21"
"USW00004808","2007-01-10","35","16"
"USW00004808","2007-01-11","46","32"
"USW00004808","2007-01-12","47","32"
"USW00004808","2007-01-13","33","28"
"USW00004808","2007-01-14","33","30"
"USW00004808","2007-01-15","33","20"
"USW00004808","2007-01-16","18","2"
"USW00004808","2007-01-17","22","2"
"USW00004808","2007-01-18","30","22"
"USW00004808","2007-01-19","26","11"
"USW00004808","2007-01-20","25","3"
"USW00004808","2007-01-21","29","24"
"USW00004808","2007-01-22","28","22"
"USW00004808","2007-01-23","25","15"
"USW00004808","2007-01-24","25","19"
"USW00004808","2007-01-25","21","2"
"USW00004808","2007-01-26","43","18"
"USW00004808","2007-01-27","32","12"
"USW00004808","2007-01-28","21","6"
"USW00004808","2007-01-29","26","9"
"USW00004808","2007-01-30","16","4"
"USW00004808","2007-01-31","20","2"
"USW00004808","2007-02-01","24","8"
"USW00004808","2007-02-02","9","4"
"USW00004808","2007-02-03","11","-6"
"USW00004808","2007-02-04","4","-8"
"USW00004808","2007-02-05","3","-11"
"USW00004808","2007-02-06","9","-13"
"USW00004808","2007-02-07","5","-17"
"USW00004808","2007-02-08","5","-17"
"USW00004808","2007-02-09","11","-9"
"USW00004808","2007-02-10","8","-11"
"USW00004808","2007-02-11","27","6"
"USW00004808","2007-02-12","31","25"
"USW00004808","2007-02-13","28","12"
"USW00004808","2007-02-14","15","-8"
"USW00004808","2007-02-15","11","-9"
"USW00004808","2007-02-16","18","-7"
"USW00004808","2007-02-17","23","4"
"USW00004808","2007-02-18","19","2"
"USW00004808","2007-02-19","41","10"
"USW00004808","2007-02-20","43","24"
"USW00004808","2007-02-21","47","23"
"USW00004808","2007-02-22","37","24"
"USW00004808","2007-02-23","35","23"
"USW00004808","2007-02-24","34","26"
"USW00004808","2007-02-25","38","30"
"USW00004808","2007-02-26","33","29"
"USW00004808","2007-02-27","32","23"
"USW00004808","2007-02-28","35","23"
"USW00004808","2007-03-01","47","31"
"USW00004808","2007-03-02","31","24"
"USW00004808","2007-03-03","27","19"
"USW00004808","2007-03-04","31","14"
"USW00004808","2007-03-05","33","19"
"USW00004808","2007-03-06","24","15"
"USW00004808","2007-03-07","32","19"
"USW00004808","2007-03-08","39","16"
"USW00004808","2007-03-09","54","26"
"USW00004808","2007-03-10","50","27"
"USW00004808","2007-03-11","51","24"
"USW00004808","2007-03-12","63","36"
"USW00004808","2007-03-13","72","40"
"USW00004808","2007-03-14","60","35"
"USW00004808","2007-03-15","41","26"
"USW00004808","2007-03-16","39","22"
"USW00004808","2007-03-17","39","20"
"USW00004808","2007-03-18","45","20"
"USW00004808","2007-03-19","60","34"
"USW00004808","2007-03-20","47","30"
"USW00004808","2007-03-21","67","38"
"USW00004808","2007-03-22","63","46"
"USW00004808","2007-03-23","53","45"
"USW00004808","2007-03-24","64","53"
"USW00004808","2007-03-25","78","55"
"USW00004808","2007-03-26","77","61"
"USW00004808","2007-03-27","75","47"
"USW00004808","2007-03-28","54","46"
"USW00004808","2007-03-29","63","46"
"USW00004808","2007-03-30","58","44"
"USW00004808","2007-03-31","66","46"
"USW00004808","2007-04-01","59","44"
"USW00004808","2007-04-02","61","39"
"USW00004808","2007-04-03","69","33"
"USW00004808","2007-04-04","33","28"
"USW00004808","2007-04-05","40","23"
"USW00004808","2007-04-06","37","21"
"USW00004808","2007-04-07","32","21"
"USW00004808","2007-04-08","39","28"
"USW00004808","2007-04-09","43","28"
"USW00004808","2007-04-10","53","23"
"USW00004808","2007-04-11","40","33"
"USW00004808","2007-04-12","39","33"
"USW00004808","2007-04-13","51","29"
"USW00004808","2007-04-14","50","27"
"USW00004808","2007-04-15","59","27"
"USW00004808","2007-04-16","63","26"
"USW00004808","2007-04-17","74","34"
"USW00004808","2007-04-18","53","38"
"USW00004808","2007-04-19","60","35"
"USW00004808","2007-04-20","70","31"
"USW00004808","2007-04-21","76","38"
"USW00004808","2007-04-22","82","47"
"USW00004808","2007-04-23","71","53"
"USW00004808","2007-04-24","70","41"
"USW00004808","2007-04-25","51","47"
"USW00004808","2007-04-26","58","46"
"USW00004808","2007-04-27","57","41"
"USW00004808","2007-04-28","71","36"
"USW00004808","2007-04-29","82","40"
"USW00004808","2007-04-30","74","51"
"USW00004808","2007-05-01","83","46"
"USW00004808","2007-05-02","63","46"
"USW00004808","2007-05-03","70","49"
"USW00004808","2007-05-04","70","52"
"USW00004808","2007-05-05","70","54"
"USW00004808","2007-05-06","68","48"
"USW00004808","2007-05-07","85","48"
"USW00004808","2007-05-08","84","50"
"USW00004808","2007-05-09","82","53"
"USW00004808","2007-05-10","84","49"
"USW00004808","2007-05-11","76","50"
"USW00004808","2007-05-12","70","45"
"USW00004808","2007-05-13","71","41"
"USW00004808","2007-05-14","90","55"
"USW00004808","2007-05-15","81","55"
"USW00004808","2007-05-16","69","43"
"USW00004808","2007-05-17","64","36"
"USW00004808","2007-05-18","73","33"
"USW00004808","2007-05-19","81","49"
"USW00004808","2007-05-20","66","46"
"USW00004808","2007-05-21","86","44"
"USW00004808","2007-05-22","88","55"
"USW00004808","2007-05-23","90","69"
"USW00004808","2007-05-24","88","59"
"USW00004808","2007-05-25","75","53"
"USW00004808","2007-05-26","65","49"
"USW00004808","2007-05-27","73","53"
"USW00004808","2007-05-28","78","50"
"USW00004808","2007-05-29","89","60"
"USW00004808","2007-05-30","87","66"
"USW00004808","2007-05-31","78","64"
"USW00004808","2007-06-01","85","62"
"USW00004808","2007-06-02","79","64"
"USW00004808","2007-06-03","76","59"
"USW00004808","2007-06-04","70","58"
"USW00004808","2007-06-05","66","48"
"USW00004808","2007-06-06","72","43"
"USW00004808","2007-06-07","89","70"
"USW00004808","2007-06-08","79","50"
"USW00004808","2007-06-09","78","15"
"USW00004808","2007-06-10","80","0"
"USW00004808","2007-06-11","86","56"
"USW00004808","2007-06-12","85","60"
"USW00004808","2007-06-13","88","60"
"USW00004808","2007-06-14","91","61"
"USW00004808","2007-06-15","92","63"
"USW00004808","2007-06-16","92","61"
"USW00004808","2007-06-17","93","64"
"USW00004808","2007-06-18","88","67"
"USW00004808","2007-06-19","79","52"
"USW00004808","2007-06-20","84","50"
"USW00004808","2007-06-21","86","56"
"USW00004808","2007-06-22","77","55"
"USW00004808","2007-06-23","67","60"
"USW00004808","2007-06-24","79","64"
"USW00004808","2007-06-25","85","65"
"USW00004808","2007-06-26","88","67"
"USW00004808","2007-06-27","89","69"
"USW00004808","2007-06-28","74","54"
"USW00004808","2007-06-29","71","50"
"USW00004808","2007-06-30","79","49"
"USW00004808","2007-07-01","79","53"
"USW00004808","2007-07-02","78","51"
"USW00004808","2007-07-03","83","56"
"USW00004808","2007-07-04","84","67"
"USW00004808","2007-07-05","86","64"
"USW00004808","2007-07-06","85","58"
"USW00004808","2007-07-07","89","57"
"USW00004808","2007-07-08","92","72"
"USW00004808","2007-07-09","92","68"
"USW00004808","2007-07-10","87","62"
"USW00004808","2007-07-11","76","54"
"USW00004808","2007-07-12","79","51"
"USW00004808","2007-07-13","76","49"
"USW00004808","2007-07-14","83","58"
"USW00004808","2007-07-15","80","57"
"USW00004808","2007-07-16","81","58"
"USW00004808","2007-07-17","80","67"
"USW00004808","2007-07-18","85","67"
"USW00004808","2007-07-19","83","58"
"USW00004808","2007-07-20","76","53"
"USW00004808","2007-07-21","76","49"
"USW00004808","2007-07-22","78","51"
"USW00004808","2007-07-23","81","52"
"USW00004808","2007-07-24","82","55"
"USW00004808","2007-07-25","83","65"
"USW00004808","2007-07-26","79","65"
"USW00004808","2007-07-27","82","68"
"USW00004808","2007-07-28","80","63"
"USW00004808","2007-07-29","85","59"
"USW00004808","2007-07-30","85","55"
"USW00004808","2007-07-31","88","59"
"USW00004808","2007-08-01","88","63"
"USW00004808","2007-08-02","88","65"
"USW00004808","2007-08-03","86","61"
"USW00004808","2007-08-04","79","58"
"USW00004808","2007-08-05","87","68"
"USW00004808","2007-08-06","88","70"
"USW00004808","2007-08-07","90","72"
"USW00004808","2007-08-08","87","71"
"USW00004808","2007-08-09","83","71"
"USW00004808","2007-08-10","87","67"
"USW00004808","2007-08-11","86","62"
"USW00004808","2007-08-12","87","67"
"USW00004808","2007-08-13","85","62"
"USW00004808","2007-08-14","83","64"
"USW00004808","2007-08-15","83","69"
"USW00004808","2007-08-16","79","61"
"USW00004808","2007-08-17","77","56"
"USW00004808","2007-08-18","66","55"
"USW00004808","2007-08-19","71","61"
"USW00004808","2007-08-20","76","68"
"USW00004808","2007-08-21","85","69"
"USW00004808","2007-08-22","89","69"
"USW00004808","2007-08-24","87","69"
"USW00004808","2007-08-25","78","59"
"USW00004808","2007-08-26","79","54"
"USW00004808","2007-08-27","79","58"
"USW00004808","2007-08-28","90","64"
"USW00004808","2007-08-29","84","63"
"USW00004808","2007-08-30","76","52"
"USW00004808","2007-08-31","78","48"
"USW00004808","2007-09-01","81","50"
"USW00004808","2007-09-02","84","54"
"USW00004808","2007-09-03","86","55"
"USW00004808","2007-09-04","90","58"
"USW00004808","2007-09-05","90","62"
"USW00004808","2007-09-06","80","69"
"USW00004808","2007-09-07","84","63"
"USW00004808","2007-09-08","81","58"
"USW00004808","2007-09-09","81","56"
"USW00004808","2007-09-10","76","54"
"USW00004808","2007-09-11","70","43"
"USW00004808","2007-09-12","68","38"
"USW00004808","2007-09-13","79","42"
"USW00004808","2007-09-14","64","36"
"USW00004808","2007-09-15","61","32"
"USW00004808","2007-09-16","72","40"
"USW00004808","2007-09-17","86","48"
"USW00004808","2007-09-18","89","62"
"USW00004808","2007-09-19","84","57"
"USW00004808","2007-09-20","83","55"
"USW00004808","2007-09-21","88","61"
"USW00004808","2007-09-22","77","46"
"USW00004808","2007-09-23","86","44"
"USW00004808","2007-09-24","92","67"
"USW00004808","2007-09-25","85","61"
"USW00004808","2007-09-26","71","48"
"USW00004808","2007-09-27","77","43"
"USW00004808","2007-09-28","77","42"
"USW00004808","2007-09-29","83","44"
"USW00004808","2007-09-30","85","55"
"USW00004808","2007-10-01","72","58"
"USW00004808","2007-10-02","81","57"
"USW00004808","2007-10-03","75","48"
"USW00004808","2007-10-04","83","46"
"USW00004808","2007-10-05","86","63"
"USW00004808","2007-10-06","88","64"
"USW00004808","2007-10-07","89","64"
"USW00004808","2007-10-08","87","52"
"USW00004808","2007-10-09","77","46"
"USW00004808","2007-10-10","56","43"
"USW00004808","2007-10-11","57","41"
"USW00004808","2007-10-12","58","32"
"USW00004808","2007-10-13","58","39"
"USW00004808","2007-10-14","65","53"
"USW00004808","2007-10-15","76","50"
"USW00004808","2007-10-16","67","48"
"USW00004808","2007-10-17","73","44"
"USW00004808","2007-10-18","78","58"
"USW00004808","2007-10-19","60","52"
"USW00004808","2007-10-20","74","42"
"USW00004808","2007-10-21","80","56"
"USW00004808","2007-10-22","65","46"
"USW00004808","2007-10-23","57","38"
"USW00004808","2007-10-24","55","36"
"USW00004808","2007-10-25","56","41"
"USW00004808","2007-10-26","66","50"
"USW00004808","2007-10-27","56","30"
"USW00004808","2007-10-28","57","27"
"USW00004808","2007-10-29","60","34"
"USW00004808","2007-10-30","67","36"
"USW00004808","2007-10-31","62","33"
"USW00004808","2007-11-01","54","28"
"USW00004808","2007-11-02","57","23"
"USW00004808","2007-11-03","56","25"
"USW00004808","2007-11-04","55","34"
"USW00004808","2007-11-05","54","34"
"USW00004808","2007-11-06","46","30"
"USW00004808","2007-11-07","42","19"
"USW00004808","2007-11-08","51","32"
"USW00004808","2007-11-09","48","25"
"USW00004808","2007-11-10","50","20"
"USW00004808","2007-11-11","58","42"
"USW00004808","2007-11-12","65","37"
"USW00004808","2007-11-13","59","25"
"USW00004808","2007-11-14","53","38"
"USW00004808","2007-11-15","42","18"
"USW00004808","2007-11-16","42","16"
"USW00004808","2007-11-17","44","30"
"USW00004808","2007-11-18","46","30"
"USW00004808","2007-11-19","58","37"
"USW00004808","2007-11-20","52","45"
"USW00004808","2007-11-21","45","33"
"USW00004808","2007-11-22","33","20"
"USW00004808","2007-11-23","32","17"
"USW00004808","2007-11-24","38","26"
"USW00004808","2007-11-25","37","26"
"USW00004808","2007-11-26","38","26"
"USW00004808","2007-11-27","34","19"
"USW00004808","2007-11-28","46","23"
"USW00004808","2007-11-29","34","18"
"USW00004808","2007-11-30","34","12"
"USW00004808","2007-12-01","34","15"
"USW00004808","2007-12-02","38","24"
"USW00004808","2007-12-03","29","17"
"USW00004808","2007-12-04","35","19"
"USW00004808","2007-12-05","29","-7"
"USW00004808","2007-12-06","24","-10"
"USW00004808","2007-12-07","30","19"
"USW00004808","2007-12-08","22","7"
"USW00004808","2007-12-09","28","21"
"USW00004808","2007-12-10","31","25"
"USW00004808","2007-12-11","33","30"
"USW00004808","2007-12-12","31","20"
"USW00004808","2007-12-13","32","25"
"USW00004808","2007-12-14","26","11"
"USW00004808","2007-12-15","30","22"
"USW00004808","2007-12-16","28","16"
"USW00004808","2007-12-17","23","15"
"USW00004808","2007-12-18","36","15"
"USW00004808","2007-12-19","27","13"
"USW00004808","2007-12-20","38","22"
"USW00004808","2007-12-21","37","34"
"USW00004808","2007-12-22","49","36"
"USW00004808","2007-12-23","51","13"
"USW00004808","2007-12-24","26","21"
"USW00004808","2007-12-25","41","19"
"USW00004808","2007-12-26","44","22"
"USW00004808","2007-12-27","35","30"
"USW00004808","2007-12-28","34","25"
"USW00004808","2007-12-29","27","16"
"USW00004808","2007-12-30","33","11"
"USW00004808","2007-12-31","32","21"
"USW00004808","2008-01-01","25","1"
"USW00004808","2008-01-02","14","-7"
"USW00004808","2008-01-03","23","-10"
"USW00004808","2008-01-04","36","21"
"USW00004808","2008-01-05","40","35"
"USW00004808","2008-01-06","60","38"
"USW00004808","2008-01-07","64","45"
"USW00004808","2008-01-08","55","36"
"USW00004808","2008-01-09","37","29"
"USW00004808","2008-01-10","44","31"
"USW00004808","2008-01-11","35","26"
"USW00004808","2008-01-12","42","22"
"USW00004808","2008-01-13","34","26"
"USW00004808","2008-01-14","26","13"
"USW00004808","2008-01-15","26","10"
"USW00004808","2008-01-16","39","18"
"USW00004808","2008-01-17","33","11"
"USW00004808","2008-01-18","26","2"
"USW00004808","2008-01-19","2","-6"
"USW00004808","2008-01-20","8","-8"
"USW00004808","2008-01-21","28","7"
"USW00004808","2008-01-22","30","6"
"USW00004808","2008-01-23","14","-7"
"USW00004808","2008-01-24","0","-17"
"USW00004808","2008-01-25","20","-20"
"USW00004808","2008-01-26","31","5"
"USW00004808","2008-01-27","31","-2"
"USW00004808","2008-01-28","43","21"
"USW00004808","2008-01-29","49","0"
"USW00004808","2008-01-30","13","-1"
"USW00004808","2008-01-31","26","11"
"USW00004808","2008-02-01","30","23"
"USW00004808","2008-02-02","30","25"
"USW00004808","2008-02-03","31","24"
"USW00004808","2008-02-04","42","31"
"USW00004808","2008-02-05","36","33"
"USW00004808","2008-02-06","34","23"
"USW00004808","2008-02-07","26","24"
"USW00004808","2008-02-08","37","24"
"USW00004808","2008-02-09","35","12"
"USW00004808","2008-02-10","12","-5"
"USW00004808","2008-02-11","14","-4"
"USW00004808","2008-02-12","21","11"
"USW00004808","2008-02-14","35","14"
"USW00004808","2008-02-15","24","5"
"USW00004808","2008-02-16","34","2"
"USW00004808","2008-02-17","44","31"
"USW00004808","2008-02-18","32","6"
"USW00004808","2008-02-19","14","2"
"USW00004808","2008-02-20","14","3"
"USW00004808","2008-02-21","22","4"
"USW00004808","2008-02-22","29","19"
"USW00004808","2008-02-23","28","16"
"USW00004808","2008-02-24","36","14"
"USW00004808","2008-02-25","33","32"
"USW00004808","2008-02-26","33","19"
"USW00004808","2008-02-27","21","5"
"USW00004808","2008-02-28","24","1"
"USW00004808","2008-02-29","36","23"
"USW00004808","2008-03-01","34","18"
"USW00004808","2008-03-02","53","33"
"USW00004808","2008-03-03","50","23"
"USW00004808","2008-03-04","32","20"
"USW00004808","2008-03-05","34","18"
"USW00004808","2008-03-06","31","18"
"USW00004808","2008-03-07","28","12"
"USW00004808","2008-03-08","24","11"
"USW00004808","2008-03-09","38","22"
"USW00004808","2008-03-10","33","21"
"USW00004808","2008-03-11","47","18"
"USW00004808","2008-03-12","50","24"
"USW00004808","2008-03-13","56","33"
"USW00004808","2008-03-14","55","25"
"USW00004808","2008-03-15","41","25"
"USW00004808","2008-03-16","41","23"
"USW00004808","2008-03-17","40","29"
"USW00004808","2008-03-18","41","37"
"USW00004808","2008-03-19","47","27"
"USW00004808","2008-03-20","50","25"
"USW00004808","2008-03-21","35","31"
"USW00004808","2008-03-22","40","25"
"USW00004808","2008-03-23","41","23"
"USW00004808","2008-03-24","39","26"
"USW00004808","2008-03-25","59","30"
"USW00004808","2008-03-26","52","24"
"USW00004808","2008-03-27","43","31"
"USW00004808","2008-03-28","41","23"
"USW00004808","2008-03-29","48","19"
"USW00004808","2008-03-30","43","36"
"USW00004808","2008-03-31","61","40"
"USW00004808","2008-04-01","49","27"
"USW00004808","2008-04-02","51","24"
"USW00004808","2008-04-03","56","28"
"USW00004808","2008-04-04","55","37"
"USW00004808","2008-04-05","64","30"
"USW00004808","2008-04-06","65","37"
"USW00004808","2008-04-07","54","36"
"USW00004808","2008-04-08","47","39"
"USW00004808","2008-04-09","50","37"
"USW00004808","2008-04-10","58","38"
"USW00004808","2008-04-11","61","40"
"USW00004808","2008-04-12","40","33"
"USW00004808","2008-04-13","44","30"
"USW00004808","2008-04-14","52","26"
"USW00004808","2008-04-15","60","25"
"USW00004808","2008-04-16","72","41"
"USW00004808","2008-04-17","75","49"
"USW00004808","2008-04-18","73","51"
"USW00004808","2008-04-19","65","49"
"USW00004808","2008-04-20","74","43"
"USW00004808","2008-04-21","76","43"
"USW00004808","2008-04-22","74","49"
"USW00004808","2008-04-23","76","54"
"USW00004808","2008-04-24","75","55"
"USW00004808","2008-04-25","77","42"
"USW00004808","2008-04-26","57","38"
"USW00004808","2008-04-27","53","34"
"USW00004808","2008-04-28","41","33"
"USW00004808","2008-04-29","46","28"
"USW00004808","2008-04-30","63","30"
"USW00004808","2008-05-01","73","44"
"USW00004808","2008-05-02","73","51"
"USW00004808","2008-05-03","54","39"
"USW00004808","2008-05-04","67","31"
"USW00004808","2008-05-05","76","44"
"USW00004808","2008-05-06","82","44"
"USW00004808","2008-05-07","69","50"
"USW00004808","2008-05-08","62","42"
"USW00004808","2008-05-09","59","37"
"USW00004808","2008-05-10","66","36"
"USW00004808","2008-05-11","59","43"
"USW00004808","2008-05-12","62","36"
"USW00004808","2008-05-13","71","43"
"USW00004808","2008-05-14","66","45"
"USW00004808","2008-05-15","60","38"
"USW00004808","2008-05-16","74","33"
"USW00004808","2008-05-17","74","48"
"USW00004808","2008-05-18","61","38"
"USW00004808","2008-05-19","64","35"
"USW00004808","2008-05-20","67","40"
"USW00004808","2008-05-21","67","36"
"USW00004808","2008-05-22","65","41"
"USW00004808","2008-05-23","58","44"
"USW00004808","2008-05-24","71","42"
"USW00004808","2008-05-25","78","45"
"USW00004808","2008-05-26","81","53"
"USW00004808","2008-05-27","56","42"
"USW00004808","2008-05-28","65","39"
"USW00004808","2008-05-29","68","40"
"USW00004808","2008-05-30","77","56"
"USW00004808","2008-05-31","79","57"
"USW00004808","2008-06-01","82","51"
"USW00004808","2008-06-02","86","54"
"USW00004808","2008-06-03","75","60"
"USW00004808","2008-06-04","80","60"
"USW00004808","2008-06-05","89","70"
"USW00004808","2008-06-06","89","72"
"USW00004808","2008-06-07","88","68"
"USW00004808","2008-06-08","87","67"
"USW00004808","2008-06-09","73","66"
"USW00004808","2008-06-10","80","56"
"USW00004808","2008-06-11","85","60"
"USW00004808","2008-06-12","92","68"
"USW00004808","2008-06-13","78","59"
"USW00004808","2008-06-14","84","56"
"USW00004808","2008-06-15","81","60"
"USW00004808","2008-06-16","73","53"
"USW00004808","2008-06-17","76","48"
"USW00004808","2008-06-18","78","53"
"USW00004808","2008-06-19","80","49"
"USW00004808","2008-06-20","84","54"
"USW00004808","2008-06-21","82","56"
"USW00004808","2008-06-22","82","52"
"USW00004808","2008-06-23","78","52"
"USW00004808","2008-06-24","82","52"
"USW00004808","2008-06-25","80","67"
"USW00004808","2008-06-26","85","68"
"USW00004808","2008-06-27","82","63"
"USW00004808","2008-06-28","82","64"
"USW00004808","2008-06-29","75","59"
"USW00004808","2008-06-30","80","54"
"USW00004808","2008-07-01","83","50"
"USW00004808","2008-07-02","87","63"
"USW00004808","2008-07-03","75","50"
"USW00004808","2008-07-04","78","47"
"USW00004808","2008-07-05","82","48"
"USW00004808","2008-07-06","87","54"
"USW00004808","2008-07-07","88","70"
"USW00004808","2008-07-08","84","69"
"USW00004808","2008-07-09","83","59"
"USW00004808","2008-07-10","83","62"
"USW00004808","2008-07-11","88","60"
"USW00004808","2008-07-12","80","63"
"USW00004808","2008-07-13","78","58"
"USW00004808","2008-07-14","82","54"
"USW00004808","2008-07-15","88","58"
"USW00004808","2008-07-16","89","66"
"USW00004808","2008-07-17","88","71"
"USW00004808","2008-07-18","86","67"
"USW00004808","2008-07-19","80","66"
"USW00004808","2008-07-20","84","66"
"USW00004808","2008-07-21","82","66"
"USW00004808","2008-07-22","79","56"
"USW00004808","2008-07-23","81","54"
"USW00004808","2008-07-24","80","53"
